taxonID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks
alien_species_cyprus:taxon:95c462293186dbf5a1e538bc3358227a,Cyprus,CY,present,introduced,casual,,2016/2016,"Hadjikyriakou, G. N., Hand, R., Christodoulou, C. S., Makris, C., Chrysostomou, G., Iosif, K. & Kefalas, K. 2025: New noteworthy records of flowering plants in Cyprus (1996–2024). Cypricola 25: 1-13",
alien_species_cyprus:taxon:95caea279d7c7a8847bc902890ae06c5,Cyprus,CY,present,introduced,,ballastWater,1991/1991,"Argyrou M. 2000. The “cladophora” phenomenon in the coastal waters of Cyprus. In: United Nations Environment Programme (Ed.), Proceedings of the First Mediterranean Symposium on Marine Vegetation. AJACCIO, 3-4 OCTOBRE 2000. pp. 69-73.""",
alien_species_cyprus:taxon:95caea279d7c7a8847bc902890ae06c5,Cyprus,CY,present,introduced,,hullFouling,1991/1991,"Argyrou M. 2000. The “cladophora” phenomenon in the coastal waters of Cyprus. In: United Nations Environment Programme (Ed.), Proceedings of the First Mediterranean Symposium on Marine Vegetation. AJACCIO, 3-4 OCTOBRE 2000. pp. 69-73.""",
alien_species_cyprus:taxon:95caea279d7c7a8847bc902890ae06c5,Cyprus,CY,present,introduced,,corridor,1991/1991,"Argyrou M. 2000. The “cladophora” phenomenon in the coastal waters of Cyprus. In: United Nations Environment Programme (Ed.), Proceedings of the First Mediterranean Symposium on Marine Vegetation. AJACCIO, 3-4 OCTOBRE 2000. pp. 69-73.""",
alien_species_cyprus:taxon:961d4f99804cff09ad336ffa53cb82df,Cyprus,CY,present,introduced,cultivated,horticulture,1935/1935,"Meikle RD (1985) Flora of Cyprus, Vol. 2.",
alien_species_cyprus:taxon:961d4f99804cff09ad336ffa53cb82df,Cyprus,CY,present,introduced,cultivated,ornamentalNonHorticulture,1935/1935,"Meikle RD (1985) Flora of Cyprus, Vol. 2.",
alien_species_cyprus:taxon:96283856435cd6ec2921f0709070921c,Cyprus,CY,absent,introduced,captive,contaminantNursery,2009/2009,"Vassiliou, V. A., Kazantzis, E. & Melifromnidou-Pantelidou, A. 2011. First report of the nipa palm hispid Octodonta nipae on queen palms in Cyprus. Phytoparasitica 39: 51-54. DOI 10.1007/s12600-010-0128-2",exterminated
alien_species_cyprus:taxon:964a3f8f3aa1fa033f2379b422f656a4,Cyprus,CY,present,introduced,casual,horticulture,1960/2025,"Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.Hand R, Hadjikyriakou GN, Christodoulou CS (Eds) (2011) – (continuously updated) Flora of Cyprus – a dynamic checklist. Published at http://www.flora-of-cyprus.eu/; accessed 30th November 2022.",Date of last observation based on observed indivuduals leg. J. Demetriou Paphos
alien_species_cyprus:taxon:969e8da4b7c6f990a78700ff360f5e3b,Cyprus,CY,present,introduced,casual,horticulture,1849/2025,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.",Common garden plant
alien_species_cyprus:taxon:969e8da4b7c6f990a78700ff360f5e3b,Cyprus,CY,present,introduced,casual,ornamentalNonHorticulture,1849/2025,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.",Common garden plant
alien_species_cyprus:taxon:96a050cb85eb98d31acf35ff0ffc07a0,Cyprus,CY,present,introducedAssistedColonisation,,OtherIntentionalRelease,2011/2015,"Langeneck J, Marcelli M, Simak HC (2012) Unexpected alien species in Cyprus waters: Acanthurus coeruleus (Actinopterygii: Acanthuridae). Marine Biodiversity Records 5: e116. https://doi.org/10.1017/S1755267212001042Iglesias S, Frotte L (2015) Alien marine fishes in Cyprus: update and new records. Aquatic Invasions 10(4):425-438. http://dx.doi.org/10.3391/ai.2015.10.4.06",Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/98821585
alien_species_cyprus:taxon:96a050cb85eb98d31acf35ff0ffc07a0,Cyprus,CY,present,introducedAssistedColonisation,,corridor,2011/2015,"Langeneck J, Marcelli M, Simak HC (2012) Unexpected alien species in Cyprus waters: Acanthurus coeruleus (Actinopterygii: Acanthuridae). Marine Biodiversity Records 5: e116. https://doi.org/10.1017/S1755267212001042Iglesias S, Frotte L (2015) Alien marine fishes in Cyprus: update and new records. Aquatic Invasions 10(4):425-438. http://dx.doi.org/10.3391/ai.2015.10.4.06",Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/98821585
alien_species_cyprus:taxon:970fbdcb08cd9cdab7915dd2829a1651,Cyprus,CY,present,uncertain,,,2007/2007,"Borowski, J., 2007. Family Ptinidae. pp. 55-56, 328-339. In Löbl, I., & A. Smetana (eds.), Catalogue of Palearctic Coleoptera, 4. Elateroidea-Derodontoidea-Bostrichoidea-Lymexyloidea-Cleroidea-Cucujoidea. 935 pp. Apollo Books, Stenstrup.","Date of first and last observation unavailable, date of earliest publication used."
alien_species_cyprus:taxon:971c08ec0164d8d3aadd55ee136c157b,Cyprus,CY,present,introduced,,parasitesOnPlants,,EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/,Date of first and last observation unavailable
alien_species_cyprus:taxon:973bf31eb9308acb2fdf1de5b239d025,Cyprus,CY,present,introduced,,ballastWater,1970/2012,"Demetropoulos A (1971) Marine Molluscs of Cyprus, Part B, Bivalvia (Lamellibranchiata). Some Additions to Part A. (Placophora, Gastropoda, Scaphopoda and Cephalopoda). A Check List of Cyprus Molluscs. Bulletin of the Department of Fisheries 3: 24 p.Katsanevakis S, Tsiamis K, Ioannou G, Michailidis N, Zenetos A (2009) Inventory of alien marine species of Cyprus (2009). Mediterranean Marine Science 10(2): 109-134. https://doi.org/10.12681/mms.113Zenetos A, Delongueville C, Scaillet R (2024) An Overlooked Group of Citizen Scientists in Non-Indigenous Species (NIS) Information: Shell Collectors and Their Contribution to Molluscan NIS Xenodiversity. Diversity 16: 299. https://doi.org/10.3390/d16050299",
alien_species_cyprus:taxon:973bf31eb9308acb2fdf1de5b239d025,Cyprus,CY,present,introduced,,hullFouling,1970/2012,"Demetropoulos A (1971) Marine Molluscs of Cyprus, Part B, Bivalvia (Lamellibranchiata). Some Additions to Part A. (Placophora, Gastropoda, Scaphopoda and Cephalopoda). A Check List of Cyprus Molluscs. Bulletin of the Department of Fisheries 3: 24 p.Katsanevakis S, Tsiamis K, Ioannou G, Michailidis N, Zenetos A (2009) Inventory of alien marine species of Cyprus (2009). Mediterranean Marine Science 10(2): 109-134. https://doi.org/10.12681/mms.113Zenetos A, Delongueville C, Scaillet R (2024) An Overlooked Group of Citizen Scientists in Non-Indigenous Species (NIS) Information: Shell Collectors and Their Contribution to Molluscan NIS Xenodiversity. Diversity 16: 299. https://doi.org/10.3390/d16050299",
alien_species_cyprus:taxon:97b9890ec875182dc667cfc8d16274bd,Cyprus,CY,present,introduced,,hullFouling,1992/1992,"Barash A. & Danin Z., 1992. Fauna Palaestina: Mollusca I. Annotated list of Mediterranean molluscs of Israel and Sinai. The Israel Academy of Sciences and Humanities, Jerusalem, 405 p. + 372 figs",
alien_species_cyprus:taxon:9812df12d29a3337c4f5cd68f680c00a,Cyprus,CY,present,introduced,widespreadInvasive,biologicalControl,1962/1972,"Wood, B. J. 1963. Imported and indigenous natural enemies of citrus coccids and aphids in Cyprus, and an assessment of their potential value in integrated control programmes. Entomophaga 8: 67-82.",
alien_species_cyprus:taxon:98561cbbf41a59ee80c62b62d5affbcf,Cyprus,CY,present,introduced,cultivated,horticulture,,"Meikle RD (1985) Flora of Cyprus, Vol. 2.EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",
alien_species_cyprus:taxon:98561cbbf41a59ee80c62b62d5affbcf,Cyprus,CY,present,introduced,cultivated,ornamentalNonHorticulture,,"Meikle RD (1985) Flora of Cyprus, Vol. 2.EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",
alien_species_cyprus:taxon:9858c7ad280b0d8d60f244ba89212f05,Cyprus,CY,present,introduced,widespreadInvasive,parasitesOnPlants,2019/2021,"Compton SG, Newton H, Stavrides M, Kaponas C (2020) First confirmed records of fig wasps (Hymenoptera: Chalcidoidea) associated with the Sycamore Fig Ficus sycomorus on a Mediterranean Island. Entomologist’s Gazette 71: 121–124. https://doi.org/10.31184/G00138894.712.1735","Date of last observation based on preserved specimens (J. Demetriou and E. Koutsoukos, Paphos and Limassol)."
alien_species_cyprus:taxon:9858c7ad280b0d8d60f244ba89212f05,Cyprus,CY,present,introduced,widespreadInvasive,contaminantNursery,2019/2021,"Compton SG, Newton H, Stavrides M, Kaponas C (2020) First confirmed records of fig wasps (Hymenoptera: Chalcidoidea) associated with the Sycamore Fig Ficus sycomorus on a Mediterranean Island. Entomologist’s Gazette 71: 121–124. https://doi.org/10.31184/G00138894.712.1735","Date of last observation based on preserved specimens (J. Demetriou and E. Koutsoukos, Paphos and Limassol)."
alien_species_cyprus:taxon:985ae0c34245ca66ea8cf940d697df0d,Cyprus,CY,doubtful,uncertain,casual,,2010/2010,"Bordoni, A. 2010. Catalogue of the Staphylinidae of Cyprus and Asia Minor (Coleoptera). Fragmenta entomologica, Roma 42 (1): 35-348.","Date of first and last observation not known, earliest known publication year used."
alien_species_cyprus:taxon:987b5ace7ed8ee14ae29cce6244837d2,Cyprus,CY,present,introduced,widespreadInvasive,parasitesOnPlants,1941/1977,"Georghiou GP (1977) The insects and mites of Cyprus. With emphasis on species of economic importance to agriculture, forestry, man and domestic animals. Benaki Phytopathological Institute. Kiphissia, Athens Greece 347 pp.",
alien_species_cyprus:taxon:987b5ace7ed8ee14ae29cce6244837d2,Cyprus,CY,present,introduced,widespreadInvasive,contaminantNursery,1941/1977,"Georghiou GP (1977) The insects and mites of Cyprus. With emphasis on species of economic importance to agriculture, forestry, man and domestic animals. Benaki Phytopathological Institute. Kiphissia, Athens Greece 347 pp.",
alien_species_cyprus:taxon:987b5ace7ed8ee14ae29cce6244837d2,Cyprus,CY,doubtful,introduced,,parasitesOnPlants,,"de Lillo E (2004) Fauna Europaea: Acari, Eriophyoidea. In: Karsholt O, van Nieukerken EJ (Eds) Fauna Europaea version 1.3. Avalaible at: http://www.faunaeur.org. Accessed on 04 Apr 2009EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",Date of first and last observation unavailable.
alien_species_cyprus:taxon:988e928c8fce56473894729cf0d5d87d,Cyprus,CY,present,introduced,cultivated,horticulture,,Gennadios P (2015) Cultivated exotic plants. Dasoponos 63: 7-11.,
alien_species_cyprus:taxon:98b4331c00424b1da603142fad4a82fa,Cyprus,CY,present,introduced,casual,parasitesOnAnimals,1958/1958,"Wood, B. J. 1963. Imported and indigenous natural enemies of citrus coccids and aphids in Cyprus, and an assessment of their potential value in integrated control programmes. Entomophaga 8: 67-82.",
alien_species_cyprus:taxon:98b4331c00424b1da603142fad4a82fa,Cyprus,CY,present,introduced,casual,parasitesOnPlants,1958/1958,"Wood, B. J. 1963. Imported and indigenous natural enemies of citrus coccids and aphids in Cyprus, and an assessment of their potential value in integrated control programmes. Entomophaga 8: 67-82.",
alien_species_cyprus:taxon:98b4331c00424b1da603142fad4a82fa,Cyprus,CY,present,introduced,casual,contaminantNursery,1958/1958,"Wood, B. J. 1963. Imported and indigenous natural enemies of citrus coccids and aphids in Cyprus, and an assessment of their potential value in integrated control programmes. Entomophaga 8: 67-82.",
alien_species_cyprus:taxon:98b6a2041031bf89d132bff805ff8680,Cyprus,CY,present,introduced,,,2010/2010,Lopez-Vaamonde C et al. (2010) Lepidoptera. Chapter 11. In: Roques A et al. (Eds) Alien terrestrial arthropods of Europe. BioRisk 4(2): 603–668. doi: 10.3897/biorisk.4.50,Date of first and last observation unavailable. Date of earliest publication used.
alien_species_cyprus:taxon:98b799948c5f6efed57bea20e50d89bb,Cyprus,CY,present,introduced,invasive,horticulture,2012/2012,Hand R (2015) Supplementary notes to the flora of Cyprus VIII. Willdenowia 45(2): 245-259. https://doi.org/10.3372/wi.45.45210EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/,
alien_species_cyprus:taxon:99305db298468c301aab9d55f6179fac,Cyprus,CY,present,introduced,cultivated,ornamentalNonHorticulture,1915/1923,"Meikle RD (1977) Flora of Cyprus, Vol. 1.",
alien_species_cyprus:taxon:9932e82fbeaa93916e78634a5608cace,Cyprus,CY,present,introduced,widespreadInvasive,contaminantNursery,2021/2025,"Demetriou J, Koutsoukos E, Davranoglou L-R, Roy H, Spodek M, Martinou A (2022) First records of the alien Eucalyptus psyllids Blastopsylla occidentalis (Hemiptera, Aphalaridae) from Cyprus and Platyobria biemani (Hemiptera, Aphalaridae) from Cyprus and continental Greece. Travaux du Muséum National d’Histoire Naturelle “Grigore Antipa” 65(1): 25-36. https://doi.org/10.3897/travaux.65.e82873","Date of last observation based on preserved specimens (J. Demetriou and E. Koutsoukos, Paphos and Limassol)."
alien_species_cyprus:taxon:9932e82fbeaa93916e78634a5608cace,Cyprus,CY,present,introduced,widespreadInvasive,contaminantOnPlants,2021/2025,"Demetriou J, Koutsoukos E, Davranoglou L-R, Roy H, Spodek M, Martinou A (2022) First records of the alien Eucalyptus psyllids Blastopsylla occidentalis (Hemiptera, Aphalaridae) from Cyprus and Platyobria biemani (Hemiptera, Aphalaridae) from Cyprus and continental Greece. Travaux du Muséum National d’Histoire Naturelle “Grigore Antipa” 65(1): 25-36. https://doi.org/10.3897/travaux.65.e82873","Date of last observation based on preserved specimens (J. Demetriou and E. Koutsoukos, Paphos and Limassol)."
alien_species_cyprus:taxon:9960fd4d454d4f611f5bfc7595ad5500,Cyprus,CY,present,introduced,cultivated,ornamentalNonHorticulture,,"Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus.",
alien_species_cyprus:taxon:998a872771c6a9b5ef2bdb6bf0874ae8,Cyprus,CY,present,introduced,widespreadInvasive,contaminantNursery,2000/2002,"Papayiannis LC, Ioannou N, Boubourakas IN, Dovas CI, Katis NI, Falk BW (2005) Incidence of Viruses Infecting Cucurbits in Cyprus. Journal of Phytopathology 153(9): 530-535. https://doi.org/10.1111/j.1439-0434.2005.01015.x",Date of last observation unavailable.
alien_species_cyprus:taxon:998a872771c6a9b5ef2bdb6bf0874ae8,Cyprus,CY,present,introduced,widespreadInvasive,contaminantOnPlants,2000/2002,"Papayiannis LC, Ioannou N, Boubourakas IN, Dovas CI, Katis NI, Falk BW (2005) Incidence of Viruses Infecting Cucurbits in Cyprus. Journal of Phytopathology 153(9): 530-535. https://doi.org/10.1111/j.1439-0434.2005.01015.x",Date of last observation unavailable.
alien_species_cyprus:taxon:998b80c12338e68ddc0da3b1e49060ce,Cyprus,CY,present,introduced,,unaided,2016/2018,"Michailidis N, Thasitis I (2018) First record of Callionymus filamentosus from Cyprus. In: Yokes et al. 2018. New Mediterranean Biodiversity Records (November 2018). Mediterranean Marine Science 19(3): 673-689. https://doi.org/10.12681/mms.19386",Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/54817570
alien_species_cyprus:taxon:998cc72862dc35b8a1bfa052db6f3b38,Cyprus,CY,present,introduced,widespreadInvasive,agriculture,/2025,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Hand R, Hadjikyriakou GN, Christodoulou CS (Eds) (2011) – (continuously updated) Flora of Cyprus – a dynamic checklist. Published at http://www.flora-of-cyprus.eu/; accessed 22nd May 2020",
alien_species_cyprus:taxon:998cc72862dc35b8a1bfa052db6f3b38,Cyprus,CY,present,introduced,widespreadInvasive,horticulture,/2025,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Hand R, Hadjikyriakou GN, Christodoulou CS (Eds) (2011) – (continuously updated) Flora of Cyprus – a dynamic checklist. Published at http://www.flora-of-cyprus.eu/; accessed 22nd May 2020",
alien_species_cyprus:taxon:99f3ea24fd8378a57c96b59ee422fe4e,Cyprus,CY,present,introduced,casual,,2022/2022,"Papatheodoulou A., Hand R., Pellegrino G., Hadjikyriakou G. N. & Christodoulou C. S. 2025: New noteworthy records of flowering plants in Cyprus (2019–2025). Cypricola 27: 1-10.",
alien_species_cyprus:taxon:9a249a486a33c9059e8c1db26275b85a,Cyprus,CY,present,introduced,widespreadInvasive,contaminantOnPlants,2024/2025,"Demetriou J, Koutsoukos E, Makris C, Davranoglou LR, Boulas A, Kakiopoulos G, Georgiadis C, Roy HE, Martinou AF (in press) New records of ten non-native insects (Arthropoda: Insecta) from the island of Cyprus. BioInvasions Records (accepted manuscript)",
alien_species_cyprus:taxon:9a249a486a33c9059e8c1db26275b85a,Cyprus,CY,present,introduced,widespreadInvasive,contaminantNursery,2024/2025,"Demetriou J, Koutsoukos E, Makris C, Davranoglou LR, Boulas A, Kakiopoulos G, Georgiadis C, Roy HE, Martinou AF (in press) New records of ten non-native insects (Arthropoda: Insecta) from the island of Cyprus. BioInvasions Records (accepted manuscript)",
alien_species_cyprus:taxon:9ac7ae51f2aaf75b84a9511caddb6d2a,Cyprus,CY,present,introduced,cultivated,ornamentalNonHorticulture,,"Meikle RD (1985) Flora of Cyprus, Vol. 2.",
alien_species_cyprus:taxon:9ac7ae51f2aaf75b84a9511caddb6d2a,Cyprus,CY,present,introduced,cultivated,horticulture,,"Meikle RD (1985) Flora of Cyprus, Vol. 2.",
alien_species_cyprus:taxon:9acdc92fa30e059239ad6e8856a58262,Cyprus,CY,present,introduced,casual,horticulture,1960/2023,"Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.; Hadjikyriakou G. N., Hand R., Christodoulou C. S., Makris C., Chrysostomou G., Iosif K. & Kefalas K. 2025: New noteworthy records of flowering plants in Cyprus (1996–2024). Cypricola 25: 1–13.",Introduced during the 1960s  in text as Pennisetum villosum (Georgiadis 1995)
alien_species_cyprus:taxon:9ae62b4de95eb639798f671bf889ba77,Cyprus,CY,present,introduced,casual,agriculture,1996/1996,"Hand R., Hadjikyriakou G. N. & Makris C. 2022: New noteworthy records of flowering plants in Cyprus (1995–2022). Cypricola 22: 1-12.",
alien_species_cyprus:taxon:9af8c962ff896fe9817ebd0e2c892e5a,Cyprus,CY,present,introduced,casual,horticulture,1991/1994,"Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.Roy D, Alderman D, Anastasiu P, Arianoutsou M, Augustin S, Bacher S, Başnou C, Beisel J, Bertolino S, Bonesi L, Bretagnolle F, Chapuis J L, Chauvel B, Chiron F, Clergeau P, Cooper J, Cunha T, Delipetrou P, Desprez-Loustau M, Détaint M, Devin S, Didžiulis V, Essl F, Galil B S, Genovesi P, Gherardi F, Gollasch S, Hejda M, Hulme P E, Josefsson M, Kark S, Kauhala K, Kenis M, Klotz S, Kobelt M, Kühn I, Lambdon P W, Larsson T, Lopez-Vaamonde C, Lorvelec O, Marchante H, Minchin D, Nentwig W, Occhipinti-Ambrogi A, Olenin S, Olenina I, Ovcharenko I, Panov V E, Pascal M, Pergl J, Perglová I, Pino J, Pyšek P, Rabitsch W, Rasplus J, Rathod B, Roques A, Roy H, Sauvard D, Scalera R, Shiganova T A, Shirley S, Shwartz A, Solarz W, Vilà M, Winter M, Yésou P, Zaiko A, Adriaens T, Desmet P, Reyserhove L (2020). DAISIE - Inventory of alien invasive species in Europe. Version 1.7. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/ybwd3x accessed via GBIF.org on 2023-04-06. | Gennadios P (2015) Cultivated exotic plants. Dasponos 63: 7-11.",
alien_species_cyprus:taxon:9b47641fdc9b731d5758fec5fa2fcf51,Cyprus,CY,present,introduced,casual,ornamentalNonHorticulture,2021/2021,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus.Hand R (2022) New noteworthy records of flowering plants in Cyprus (2019–2021) and some status clarifications. Cypricola 20: 1-10.; .; Papatheodoulou, A., Hand, R., Pellegrino, G., Hadjikyriakou, G. N. & Christodoulou, C. S. 2025: New noteworthy records of flowering plants in Cyprus (2019–2025). – Cypricola 27: 1-10 | Gennadios P (2015) Cultivated exotic plants. Dasponos 63: 7-11.",
alien_species_cyprus:taxon:9b47641fdc9b731d5758fec5fa2fcf51,Cyprus,CY,present,introduced,casual,horticulture,2021/2021,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.Tsintides T, Hadjikyriakou GN, Christodoulou CS (2002) Trees and shrubs in Cyprus. Foundation Anastasios G. Leventis—Cyprus Forest Association, Nicosia, Cyprus.Hand R (2022) New noteworthy records of flowering plants in Cyprus (2019–2021) and some status clarifications. Cypricola 20: 1-10.; .; Papatheodoulou, A., Hand, R., Pellegrino, G., Hadjikyriakou, G. N. & Christodoulou, C. S. 2025: New noteworthy records of flowering plants in Cyprus (2019–2025). – Cypricola 27: 1-10 | Gennadios P (2015) Cultivated exotic plants. Dasponos 63: 7-11.",
alien_species_cyprus:taxon:9b5c24b8ad4fd56934e76a488178c870,Cyprus,CY,present,introduced,,ballastWater,2019/2022,"Albano PG, Steger J, Bakker PAJ, Bogi C, Bošnjak M, Guy-Haim T, Huseyinoglu MF, LaFollette PI, Lubinevsky H, Mulas M, Stockinger M, Azzarone M, Sabelli B (2021) Numerous new records of tropical non-indigenous species in the Eastern Mediterranean highlight the challenges of their recognition and identification. ZooKeys 1010: 1-95. https://doi.org/10.3897/zookeys.1010.58759Kolokotronis D, Manousis T, Papavasileiou K, Kontadakis C, Galinou-Mitsoudi S (2023) New records and distributional status of marine Μollusca of Cyprus (by September 2022). Xenophora Taxonomy 38: 25-32.",Kolokotronis et al. (2023) not clearly stating which specimens were collected in 2022 and which in 2021 (lastest date added)
alien_species_cyprus:taxon:9b5c24b8ad4fd56934e76a488178c870,Cyprus,CY,present,introduced,,hullFouling,2019/2022,"Albano PG, Steger J, Bakker PAJ, Bogi C, Bošnjak M, Guy-Haim T, Huseyinoglu MF, LaFollette PI, Lubinevsky H, Mulas M, Stockinger M, Azzarone M, Sabelli B (2021) Numerous new records of tropical non-indigenous species in the Eastern Mediterranean highlight the challenges of their recognition and identification. ZooKeys 1010: 1-95. https://doi.org/10.3897/zookeys.1010.58759Kolokotronis D, Manousis T, Papavasileiou K, Kontadakis C, Galinou-Mitsoudi S (2023) New records and distributional status of marine Μollusca of Cyprus (by September 2022). Xenophora Taxonomy 38: 25-32.",Kolokotronis et al. (2023) not clearly stating which specimens were collected in 2022 and which in 2021 (lastest date added)
alien_species_cyprus:taxon:9b5c24b8ad4fd56934e76a488178c870,Cyprus,CY,present,introduced,,corridor,2019/2022,"Albano PG, Steger J, Bakker PAJ, Bogi C, Bošnjak M, Guy-Haim T, Huseyinoglu MF, LaFollette PI, Lubinevsky H, Mulas M, Stockinger M, Azzarone M, Sabelli B (2021) Numerous new records of tropical non-indigenous species in the Eastern Mediterranean highlight the challenges of their recognition and identification. ZooKeys 1010: 1-95. https://doi.org/10.3897/zookeys.1010.58759Kolokotronis D, Manousis T, Papavasileiou K, Kontadakis C, Galinou-Mitsoudi S (2023) New records and distributional status of marine Μollusca of Cyprus (by September 2022). Xenophora Taxonomy 38: 25-32.",Kolokotronis et al. (2023) not clearly stating which specimens were collected in 2022 and which in 2021 (lastest date added)
alien_species_cyprus:taxon:9b92111c5a2fc6da001e798356e93c74,Cyprus,CY,present,uncertain,casual,seedContaminant,2003/2003,"Hand R (2004) Supplementary notes to the flora of Cyprus IV. Willdenowia 34(2): 427-456. https://doi.org/10.3372/wi.34.34210Hand R, Hadjikyriakou GN, Christodoulou CS (Eds) (2011) – (continuously updated) Flora of Cyprus – a dynamic checklist. Published at http://www.flora-of-cyprus.eu/; accessed 30th November 2022. https://www.flora-of-cyprus.eu/cdm_dataportal/taxon/e9b97ceb-430a-4ab9-9f6b-b3e9cc25125dEASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",
alien_species_cyprus:taxon:9b9233d5da2ff292cf99539fa2d373ad,Cyprus,CY,present,introduced,,unaided,2005/2022,"Zenetos A, Konstantinou F, Konstantinou G (2009) Towards homogenization of the Levantine alien biota: Additions to the alien molluscan fauna along the Cypriot coast. Marine Biodiversity Records (2): e156. https://doi.org/10.1017/S1755267209990832Katsanevakis S, Tsiamis K, Ioannou G, Michailidis N, Zenetos A (2009) Inventory of alien marine species of Cyprus (2009). Mediterranean Marine Science 10(2): 109-134. https://doi.org/10.12681/mms.113",Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/138859552
alien_species_cyprus:taxon:9ba83009e132c7c70c05d8eb916e9821,Cyprus,CY,present,introduced,,hullFouling,2005/2022,"Zenetos A, Konstantinou F, Konstantinou G (2009) Towards homogenization of the Levantine alien biota: Additions to the alien molluscan fauna along the Cypriot coast. Marine Biodiversity Records 2: e156. https://doi.org/10.1017/S1755267209990832Katsanevakis S, Tsiamis K, Ioannou G, Michailidis N, Zenetos A (2009) Inventory of alien marine species of Cyprus (2009). Mediterranean Marine Science 10(2): 109-134. https://doi.org/10.12681/mms.113Zenetos A, Delongueville C, Scaillet R (2024) An Overlooked Group of Citizen Scientists in Non-Indigenous Species (NIS) Information: Shell Collectors and Their Contribution to Molluscan NIS Xenodiversity. Diversity 16: 299. https://doi.org/10.3390/d16050299",Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/144740517
